dose,litter,nadv,malf,dead,litter_size,trinomial,dose_scale
1500,11,0,0,1,14,3,1
1500,12,0,1,0,14,2,1
1500,12,0,1,0,14,2,1
1500,12,0,1,0,14,2,1
1500,12,0,1,0,14,2,1
1500,12,0,1,0,14,2,1
1500,12,0,0,1,14,3,1
1500,12,0,0,1,14,3,1
1500,12,0,0,1,14,3,1
1500,12,0,0,1,14,3,1
1500,12,0,0,1,14,3,1
1500,12,0,0,1,14,3,1
1500,12,0,0,1,14,3,1
1500,12,0,0,1,14,3,1
1500,12,0,0,1,14,3,1
1500,13,0,1,0,14,2,1
1500,13,0,1,0,14,2,1
1500,13,0,1,0,14,2,1
1500,13,0,1,0,14,2,1
1500,13,0,1,0,14,2,1
1500,13,0,0,1,14,3,1
1500,13,0,0,1,14,3,1
1500,13,0,0,1,14,3,1
1500,13,0,0,1,14,3,1
1500,13,0,0,1,14,3,1
1500,13,0,0,1,14,3,1
1500,13,0,0,1,14,3,1
1500,13,0,0,1,14,3,1
1500,13,0,0,1,14,3,1
1000,14,0,1,0,15,2,0.666666667
1000,14,0,1,0,15,2,0.666666667
1000,14,0,1,0,15,2,0.666666667
1000,14,0,1,0,15,2,0.666666667
1000,14,0,1,0,15,2,0.666666667
1000,14,0,1,0,15,2,0.666666667
1000,14,0,0,1,15,3,0.666666667
1000,14,0,0,1,15,3,0.666666667
1000,14,0,0,1,15,3,0.666666667
1000,14,0,0,1,15,3,0.666666667
1000,14,0,0,1,15,3,0.666666667
1000,14,0,0,1,15,3,0.666666667
1000,14,0,0,1,15,3,0.666666667
1000,14,0,0,1,15,3,0.666666667
1000,14,0,0,1,15,3,0.666666667
1000,15,0,1,0,15,2,0.666666667
1000,15,0,1,0,15,2,0.666666667
1000,15,0,1,0,15,2,0.666666667
1000,15,0,1,0,15,2,0.666666667
1000,15,0,1,0,15,2,0.666666667
1000,15,0,1,0,15,2,0.666666667
1000,15,0,0,1,15,3,0.666666667
1000,15,0,0,1,15,3,0.666666667
1000,15,0,0,1,15,3,0.666666667
1000,15,0,0,1,15,3,0.666666667
1000,15,0,0,1,15,3,0.666666667
1000,15,0,0,1,15,3,0.666666667
1000,15,0,0,1,15,3,0.666666667
1000,15,0,0,1,15,3,0.666666667
1000,15,0,0,1,15,3,0.666666667
1000,16,0,0,1,10,3,0.666666667
1000,16,0,0,1,10,3,0.666666667
1000,16,0,0,1,10,3,0.666666667
1000,16,0,0,1,10,3,0.666666667
1000,16,0,0,1,10,3,0.666666667
1000,16,0,0,1,10,3,0.666666667
1000,16,0,0,1,10,3,0.666666667
1000,16,0,0,1,10,3,0.666666667
1000,16,0,0,1,10,3,0.666666667
1000,16,0,0,1,10,3,0.666666667
1000,17,0,0,1,10,3,0.666666667
1000,17,0,0,1,10,3,0.666666667
1000,17,0,0,1,10,3,0.666666667
1000,17,0,0,1,10,3,0.666666667
1000,17,0,0,1,10,3,0.666666667
1000,17,0,0,1,10,3,0.666666667
1000,17,0,0,1,10,3,0.666666667
1000,17,0,0,1,10,3,0.666666667
1000,17,0,0,1,10,3,0.666666667
1000,17,0,0,1,10,3,0.666666667
1000,18,0,0,1,10,3,0.666666667
1000,18,0,0,1,10,3,0.666666667
1000,18,0,0,1,10,3,0.666666667
1000,18,0,0,1,10,3,0.666666667
1000,18,0,0,1,10,3,0.666666667
1000,18,0,0,1,10,3,0.666666667
1000,18,0,0,1,10,3,0.666666667
1000,18,0,0,1,10,3,0.666666667
1000,18,0,0,1,10,3,0.666666667
1000,18,0,0,1,10,3,0.666666667
1000,19,0,0,1,10,3,0.666666667
1000,19,0,0,1,10,3,0.666666667
1000,19,0,0,1,10,3,0.666666667
1000,19,0,0,1,10,3,0.666666667
1000,19,0,0,1,10,3,0.666666667
1000,19,0,0,1,10,3,0.666666667
1000,19,0,0,1,10,3,0.666666667
1000,19,0,0,1,10,3,0.666666667
1000,19,0,0,1,10,3,0.666666667
1000,19,0,0,1,10,3,0.666666667
1500,20,0,0,1,10,3,1
1500,20,0,0,1,10,3,1
1500,20,0,0,1,10,3,1
1500,20,0,0,1,10,3,1
1500,20,0,0,1,10,3,1
1500,20,0,0,1,10,3,1
1500,20,0,0,1,10,3,1
1500,20,0,0,1,10,3,1
1500,20,0,0,1,10,3,1
1500,20,0,0,1,10,3,1
1500,21,0,0,1,10,3,1
1500,21,0,0,1,10,3,1
1500,21,0,0,1,10,3,1
1500,21,0,0,1,10,3,1
1500,21,0,0,1,10,3,1
1500,21,0,0,1,10,3,1
1500,21,0,0,1,10,3,1
1500,21,0,0,1,10,3,1
1500,21,0,0,1,10,3,1
1500,21,0,0,1,10,3,1
1000,22,0,1,0,12,2,0.666666667
1000,22,0,1,0,12,2,0.666666667
1000,22,0,0,1,12,3,0.666666667
1000,22,0,0,1,12,3,0.666666667
1000,22,0,0,1,12,3,0.666666667
1000,22,0,0,1,12,3,0.666666667
1000,22,0,0,1,12,3,0.666666667
1000,22,0,0,1,12,3,0.666666667
1000,22,0,0,1,12,3,0.666666667
1000,22,0,0,1,12,3,0.666666667
1000,22,0,0,1,12,3,0.666666667
1000,22,0,0,1,12,3,0.666666667
1500,23,0,1,0,12,2,1
1500,23,0,1,0,12,2,1
1500,23,0,0,1,12,3,1
1500,23,0,0,1,12,3,1
1500,23,0,0,1,12,3,1
1500,23,0,0,1,12,3,1
1500,23,0,0,1,12,3,1
1500,23,0,0,1,12,3,1
1500,23,0,0,1,12,3,1
1500,23,0,0,1,12,3,1
1500,23,0,0,1,12,3,1
1500,23,0,0,1,12,3,1
1500,24,0,0,1,11,3,1
1500,24,0,0,1,11,3,1
1500,24,0,0,1,11,3,1
1500,24,0,0,1,11,3,1
1500,24,0,0,1,11,3,1
1500,24,0,0,1,11,3,1
1500,24,0,0,1,11,3,1
1500,24,0,0,1,11,3,1
1500,24,0,0,1,11,3,1
1500,24,0,0,1,11,3,1
1500,24,0,0,1,11,3,1
1500,25,0,0,1,11,3,1
1500,25,0,0,1,11,3,1
1500,25,0,0,1,11,3,1
1500,25,0,0,1,11,3,1
1500,25,0,0,1,11,3,1
1500,25,0,0,1,11,3,1
1500,25,0,0,1,11,3,1
1500,25,0,0,1,11,3,1
1500,25,0,0,1,11,3,1
1500,25,0,0,1,11,3,1
1500,25,0,0,1,11,3,1
1500,26,0,0,1,11,3,1
1500,26,0,0,1,11,3,1
1500,26,0,0,1,11,3,1
1500,26,0,0,1,11,3,1
1500,26,0,0,1,11,3,1
1500,26,0,0,1,11,3,1
1500,26,0,0,1,11,3,1
1500,26,0,0,1,11,3,1
1500,26,0,0,1,11,3,1
1500,26,0,0,1,11,3,1
1500,26,0,0,1,11,3,1
1000,27,0,0,1,12,3,0.666666667
1000,27,0,0,1,12,3,0.666666667
1000,27,0,0,1,12,3,0.666666667
1000,27,0,0,1,12,3,0.666666667
1000,27,0,0,1,12,3,0.666666667
1000,27,0,0,1,12,3,0.666666667
1000,27,0,0,1,12,3,0.666666667
1000,27,0,0,1,12,3,0.666666667
1000,27,0,0,1,12,3,0.666666667
1000,27,0,0,1,12,3,0.666666667
1000,27,0,0,1,12,3,0.666666667
1000,27,0,0,1,12,3,0.666666667
1000,28,0,0,1,12,3,0.666666667
1000,28,0,0,1,12,3,0.666666667
1000,28,0,0,1,12,3,0.666666667
1000,28,0,0,1,12,3,0.666666667
1000,28,0,0,1,12,3,0.666666667
1000,28,0,0,1,12,3,0.666666667
1000,28,0,0,1,12,3,0.666666667
1000,28,0,0,1,12,3,0.666666667
1000,28,0,0,1,12,3,0.666666667
1000,28,0,0,1,12,3,0.666666667
1000,28,0,0,1,12,3,0.666666667
1000,28,0,0,1,12,3,0.666666667
1500,29,0,0,1,12,3,1
1500,29,0,0,1,12,3,1
1500,29,0,0,1,12,3,1
1500,29,0,0,1,12,3,1
1500,29,0,0,1,12,3,1
1500,29,0,0,1,12,3,1
1500,29,0,0,1,12,3,1
1500,29,0,0,1,12,3,1
1500,29,0,0,1,12,3,1
1500,29,0,0,1,12,3,1
1500,29,0,0,1,12,3,1
1500,29,0,0,1,12,3,1
1500,30,0,0,1,12,3,1
1500,30,0,0,1,12,3,1
1500,30,0,0,1,12,3,1
1500,30,0,0,1,12,3,1
1500,30,0,0,1,12,3,1
1500,30,0,0,1,12,3,1
1500,30,0,0,1,12,3,1
1500,30,0,0,1,12,3,1
1500,30,0,0,1,12,3,1
1500,30,0,0,1,12,3,1
1500,30,0,0,1,12,3,1
1500,30,0,0,1,12,3,1
1500,31,0,0,1,12,3,1
1500,31,0,0,1,12,3,1
1500,31,0,0,1,12,3,1
1500,31,0,0,1,12,3,1
1500,31,0,0,1,12,3,1
1500,31,0,0,1,12,3,1
1500,31,0,0,1,12,3,1
1500,31,0,0,1,12,3,1
1500,31,0,0,1,12,3,1
1500,31,0,0,1,12,3,1
1500,31,0,0,1,12,3,1
1500,31,0,0,1,12,3,1
1500,32,0,0,1,12,3,1
1500,32,0,0,1,12,3,1
1500,32,0,0,1,12,3,1
1500,32,0,0,1,12,3,1
1500,32,0,0,1,12,3,1
1500,32,0,0,1,12,3,1
1500,32,0,0,1,12,3,1
1500,32,0,0,1,12,3,1
1500,32,0,0,1,12,3,1
1500,32,0,0,1,12,3,1
1500,32,0,0,1,12,3,1
1500,32,0,0,1,12,3,1
1500,33,0,0,1,12,3,1
1500,33,0,0,1,12,3,1
1500,33,0,0,1,12,3,1
1500,33,0,0,1,12,3,1
1500,33,0,0,1,12,3,1
1500,33,0,0,1,12,3,1
1500,33,0,0,1,12,3,1
1500,33,0,0,1,12,3,1
1500,33,0,0,1,12,3,1
1500,33,0,0,1,12,3,1
1500,33,0,0,1,12,3,1
1500,33,0,0,1,12,3,1
1500,34,0,0,1,13,3,1
1500,34,0,0,1,13,3,1
1500,34,0,0,1,13,3,1
1500,34,0,0,1,13,3,1
1500,34,0,0,1,13,3,1
1500,34,0,0,1,13,3,1
1500,34,0,0,1,13,3,1
1500,34,0,0,1,13,3,1
1500,34,0,0,1,13,3,1
1500,34,0,0,1,13,3,1
1500,34,0,0,1,13,3,1
1500,34,0,0,1,13,3,1
1500,34,0,0,1,13,3,1
1500,35,0,0,1,13,3,1
1500,35,0,0,1,13,3,1
1500,35,0,0,1,13,3,1
1500,35,0,0,1,13,3,1
1500,35,0,0,1,13,3,1
1500,35,0,0,1,13,3,1
1500,35,0,0,1,13,3,1
1500,35,0,0,1,13,3,1
1500,35,0,0,1,13,3,1
1500,35,0,0,1,13,3,1
1500,35,0,0,1,13,3,1
1500,35,0,0,1,13,3,1
1500,35,0,0,1,13,3,1
1500,36,0,0,1,13,3,1
1500,36,0,0,1,13,3,1
1500,36,0,0,1,13,3,1
1500,36,0,0,1,13,3,1
1500,36,0,0,1,13,3,1
1500,36,0,0,1,13,3,1
1500,36,0,0,1,13,3,1
1500,36,0,0,1,13,3,1
1500,36,0,0,1,13,3,1
1500,36,0,0,1,13,3,1
1500,36,0,0,1,13,3,1
1500,36,0,0,1,13,3,1
1500,36,0,0,1,13,3,1
1500,37,0,0,1,13,3,1
1500,37,0,0,1,13,3,1
1500,37,0,0,1,13,3,1
1500,37,0,0,1,13,3,1
1500,37,0,0,1,13,3,1
1500,37,0,0,1,13,3,1
1500,37,0,0,1,13,3,1
1500,37,0,0,1,13,3,1
1500,37,0,0,1,13,3,1
1500,37,0,0,1,13,3,1
1500,37,0,0,1,13,3,1
1500,37,0,0,1,13,3,1
1500,37,0,0,1,13,3,1
1500,38,0,1,0,17,2,1
1500,38,0,1,0,17,2,1
1500,38,0,1,0,17,2,1
1500,38,0,1,0,17,2,1
1500,38,0,0,1,17,3,1
1500,38,0,0,1,17,3,1
1500,38,0,0,1,17,3,1
1500,38,0,0,1,17,3,1
1500,38,0,0,1,17,3,1
1500,38,0,0,1,17,3,1
1500,38,0,0,1,17,3,1
1500,38,0,0,1,17,3,1
1500,38,0,0,1,17,3,1
1500,38,0,0,1,17,3,1
1500,38,0,0,1,17,3,1
1500,38,0,0,1,17,3,1
1500,38,0,0,1,17,3,1
1500,39,0,0,1,14,3,1
1500,39,0,0,1,14,3,1
1500,39,0,0,1,14,3,1
1500,39,0,0,1,14,3,1
1500,39,0,0,1,14,3,1
1500,39,0,0,1,14,3,1
1500,39,0,0,1,14,3,1
1500,39,0,0,1,14,3,1
1500,39,0,0,1,14,3,1
1500,39,0,0,1,14,3,1
1500,39,0,0,1,14,3,1
1500,39,0,0,1,14,3,1
1500,39,0,0,1,14,3,1
1500,39,0,0,1,14,3,1
1500,40,0,1,0,13,2,1
1500,40,0,1,0,13,2,1
1500,40,0,1,0,13,2,1
1500,40,0,1,0,13,2,1
1500,40,0,0,1,13,3,1
1500,40,0,0,1,13,3,1
1500,40,0,0,1,13,3,1
1500,40,0,0,1,13,3,1
1500,40,0,0,1,13,3,1
1500,40,0,0,1,13,3,1
1500,40,0,0,1,13,3,1
1500,40,0,0,1,13,3,1
1500,40,1,0,0,13,1,1
1500,41,0,1,0,13,2,1
1500,41,0,1,0,13,2,1
1500,41,0,1,0,13,2,1
1500,41,0,1,0,13,2,1
1500,41,0,0,1,13,3,1
1500,41,0,0,1,13,3,1
1500,41,0,0,1,13,3,1
1500,41,0,0,1,13,3,1
1500,41,0,0,1,13,3,1
1500,41,0,0,1,13,3,1
1500,41,0,0,1,13,3,1
1500,41,0,0,1,13,3,1
1500,41,1,0,0,13,1,1
1000,42,0,1,0,13,2,0.666666667
1000,42,0,1,0,13,2,0.666666667
1000,42,0,1,0,13,2,0.666666667
1000,42,0,0,1,13,3,0.666666667
1000,42,0,0,1,13,3,0.666666667
1000,42,0,0,1,13,3,0.666666667
1000,42,0,0,1,13,3,0.666666667
1000,42,0,0,1,13,3,0.666666667
1000,42,0,0,1,13,3,0.666666667
1000,42,0,0,1,13,3,0.666666667
1000,42,0,0,1,13,3,0.666666667
1000,42,0,0,1,13,3,0.666666667
1000,42,1,0,0,13,1,0.666666667
1000,43,0,1,0,18,2,0.666666667
1000,43,0,0,1,18,3,0.666666667
1000,43,0,0,1,18,3,0.666666667
1000,43,0,0,1,18,3,0.666666667
1000,43,0,0,1,18,3,0.666666667
1000,43,0,0,1,18,3,0.666666667
1000,43,0,0,1,18,3,0.666666667
1000,43,0,0,1,18,3,0.666666667
1000,43,0,0,1,18,3,0.666666667
1000,43,0,0,1,18,3,0.666666667
1000,43,0,0,1,18,3,0.666666667
1000,43,0,0,1,18,3,0.666666667
1000,43,0,0,1,18,3,0.666666667
1000,43,0,0,1,18,3,0.666666667
1000,43,0,0,1,18,3,0.666666667
1000,43,0,0,1,18,3,0.666666667
1000,43,0,0,1,18,3,0.666666667
1000,43,1,0,0,18,1,0.666666667
1000,44,0,1,0,11,2,0.666666667
1000,44,0,1,0,11,2,0.666666667
1000,44,0,1,0,11,2,0.666666667
1000,44,0,1,0,11,2,0.666666667
1000,44,0,1,0,11,2,0.666666667
1000,44,0,1,0,11,2,0.666666667
1000,44,0,0,1,11,3,0.666666667
1000,44,0,0,1,11,3,0.666666667
1000,44,0,0,1,11,3,0.666666667
1000,44,1,0,0,11,1,0.666666667
1000,44,1,0,0,11,1,0.666666667
1000,45,0,1,0,12,2,0.666666667
1000,45,0,1,0,12,2,0.666666667
1000,45,0,1,0,12,2,0.666666667
1000,45,0,0,1,12,3,0.666666667
1000,45,0,0,1,12,3,0.666666667
1000,45,0,0,1,12,3,0.666666667
1000,45,0,0,1,12,3,0.666666667
1000,45,0,0,1,12,3,0.666666667
1000,45,0,0,1,12,3,0.666666667
1000,45,0,0,1,12,3,0.666666667
1000,45,1,0,0,12,1,0.666666667
1000,45,1,0,0,12,1,0.666666667
0,46,0,0,1,8,3,0
0,46,0,0,1,8,3,0
0,46,0,0,1,8,3,0
0,46,0,0,1,8,3,0
0,46,0,0,1,8,3,0
0,46,1,0,0,8,1,0
0,46,1,0,0,8,1,0
0,46,1,0,0,8,1,0
0,47,0,0,1,8,3,0
0,47,0,0,1,8,3,0
0,47,0,0,1,8,3,0
0,47,0,0,1,8,3,0
0,47,0,0,1,8,3,0
0,47,1,0,0,8,1,0
0,47,1,0,0,8,1,0
0,47,1,0,0,8,1,0
0,48,0,0,1,8,3,0
0,48,0,0,1,8,3,0
0,48,0,0,1,8,3,0
0,48,0,0,1,8,3,0
0,48,0,0,1,8,3,0
0,48,1,0,0,8,1,0
0,48,1,0,0,8,1,0
0,48,1,0,0,8,1,0
1000,49,0,1,0,11,2,0.666666667
1000,49,0,1,0,11,2,0.666666667
1000,49,0,1,0,11,2,0.666666667
1000,49,0,1,0,11,2,0.666666667
1000,49,0,0,1,11,3,0.666666667
1000,49,0,0,1,11,3,0.666666667
1000,49,1,0,0,11,1,0.666666667
1000,49,1,0,0,11,1,0.666666667
1000,49,1,0,0,11,1,0.666666667
1000,49,1,0,0,11,1,0.666666667
1000,49,1,0,0,11,1,0.666666667
500,50,0,1,0,14,2,0.333333333
500,50,0,1,0,14,2,0.333333333
500,50,0,1,0,14,2,0.333333333
500,50,0,1,0,14,2,0.333333333
500,50,0,1,0,14,2,0.333333333
500,50,0,1,0,14,2,0.333333333
500,50,0,0,1,14,3,0.333333333
500,50,0,0,1,14,3,0.333333333
500,50,0,0,1,14,3,0.333333333
500,50,1,0,0,14,1,0.333333333
500,50,1,0,0,14,1,0.333333333
500,50,1,0,0,14,1,0.333333333
500,50,1,0,0,14,1,0.333333333
500,50,1,0,0,14,1,0.333333333
500,51,0,1,0,14,2,0.333333333
500,51,0,1,0,14,2,0.333333333
500,51,0,1,0,14,2,0.333333333
500,51,0,1,0,14,2,0.333333333
500,51,0,1,0,14,2,0.333333333
500,51,0,1,0,14,2,0.333333333
500,51,0,0,1,14,3,0.333333333
500,51,0,0,1,14,3,0.333333333
500,51,0,0,1,14,3,0.333333333
500,51,1,0,0,14,1,0.333333333
500,51,1,0,0,14,1,0.333333333
500,51,1,0,0,14,1,0.333333333
500,51,1,0,0,14,1,0.333333333
500,51,1,0,0,14,1,0.333333333
1500,52,0,1,0,13,2,1
1500,52,0,1,0,13,2,1
1500,52,0,1,0,13,2,1
1500,52,0,1,0,13,2,1
1500,52,0,0,1,13,3,1
1500,52,0,0,1,13,3,1
1500,52,0,0,1,13,3,1
1500,52,0,0,1,13,3,1
1500,52,1,0,0,13,1,1
1500,52,1,0,0,13,1,1
1500,52,1,0,0,13,1,1
1500,52,1,0,0,13,1,1
1500,52,1,0,0,13,1,1
1500,53,0,1,0,13,2,1
1500,53,0,1,0,13,2,1
1500,53,0,1,0,13,2,1
1500,53,0,1,0,13,2,1
1500,53,0,0,1,13,3,1
1500,53,0,0,1,13,3,1
1500,53,0,0,1,13,3,1
1500,53,0,0,1,13,3,1
1500,53,1,0,0,13,1,1
1500,53,1,0,0,13,1,1
1500,53,1,0,0,13,1,1
1500,53,1,0,0,13,1,1
1500,53,1,0,0,13,1,1
500,54,0,1,0,14,2,0.333333333
500,54,0,1,0,14,2,0.333333333
500,54,0,1,0,14,2,0.333333333
500,54,0,1,0,14,2,0.333333333
500,54,0,1,0,14,2,0.333333333
500,54,0,0,1,14,3,0.333333333
500,54,0,0,1,14,3,0.333333333
500,54,0,0,1,14,3,0.333333333
500,54,1,0,0,14,1,0.333333333
500,54,1,0,0,14,1,0.333333333
500,54,1,0,0,14,1,0.333333333
500,54,1,0,0,14,1,0.333333333
500,54,1,0,0,14,1,0.333333333
500,54,1,0,0,14,1,0.333333333
500,55,0,1,0,11,2,0.333333333
500,55,0,0,1,11,3,0.333333333
500,55,0,0,1,11,3,0.333333333
500,55,0,0,1,11,3,0.333333333
500,55,0,0,1,11,3,0.333333333
500,55,1,0,0,11,1,0.333333333
500,55,1,0,0,11,1,0.333333333
500,55,1,0,0,11,1,0.333333333
500,55,1,0,0,11,1,0.333333333
500,55,1,0,0,11,1,0.333333333
500,55,1,0,0,11,1,0.333333333
500,56,0,1,0,11,2,0.333333333
500,56,0,0,1,11,3,0.333333333
500,56,0,0,1,11,3,0.333333333
500,56,0,0,1,11,3,0.333333333
500,56,0,0,1,11,3,0.333333333
500,56,1,0,0,11,1,0.333333333
500,56,1,0,0,11,1,0.333333333
500,56,1,0,0,11,1,0.333333333
500,56,1,0,0,11,1,0.333333333
500,56,1,0,0,11,1,0.333333333
500,56,1,0,0,11,1,0.333333333
0,57,0,0,1,16,3,0
0,57,0,0,1,16,3,0
0,57,0,0,1,16,3,0
0,57,0,0,1,16,3,0
0,57,0,0,1,16,3,0
0,57,0,0,1,16,3,0
0,57,0,0,1,16,3,0
0,57,0,0,1,16,3,0
0,57,0,0,1,16,3,0
0,57,0,0,1,16,3,0
0,57,1,0,0,16,1,0
0,57,1,0,0,16,1,0
0,57,1,0,0,16,1,0
0,57,1,0,0,16,1,0
0,57,1,0,0,16,1,0
0,57,1,0,0,16,1,0
0,58,0,0,1,16,3,0
0,58,0,0,1,16,3,0
0,58,0,0,1,16,3,0
0,58,0,0,1,16,3,0
0,58,0,0,1,16,3,0
0,58,0,0,1,16,3,0
0,58,0,0,1,16,3,0
0,58,0,0,1,16,3,0
0,58,0,0,1,16,3,0
0,58,0,0,1,16,3,0
0,58,1,0,0,16,1,0
0,58,1,0,0,16,1,0
0,58,1,0,0,16,1,0
0,58,1,0,0,16,1,0
0,58,1,0,0,16,1,0
0,58,1,0,0,16,1,0
500,59,0,1,0,11,2,0.333333333
500,59,0,1,0,11,2,0.333333333
500,59,0,1,0,11,2,0.333333333
500,59,0,0,1,11,3,0.333333333
500,59,1,0,0,11,1,0.333333333
500,59,1,0,0,11,1,0.333333333
500,59,1,0,0,11,1,0.333333333
500,59,1,0,0,11,1,0.333333333
500,59,1,0,0,11,1,0.333333333
500,59,1,0,0,11,1,0.333333333
500,59,1,0,0,11,1,0.333333333
0,60,0,0,1,9,3,0
0,60,0,0,1,9,3,0
0,60,1,0,0,9,1,0
0,60,1,0,0,9,1,0
0,60,1,0,0,9,1,0
0,60,1,0,0,9,1,0
0,60,1,0,0,9,1,0
0,60,1,0,0,9,1,0
0,60,1,0,0,9,1,0
1000,61,0,1,0,10,2,0.666666667
1000,61,0,0,1,10,3,0.666666667
1000,61,0,0,1,10,3,0.666666667
1000,61,1,0,0,10,1,0.666666667
1000,61,1,0,0,10,1,0.666666667
1000,61,1,0,0,10,1,0.666666667
1000,61,1,0,0,10,1,0.666666667
1000,61,1,0,0,10,1,0.666666667
1000,61,1,0,0,10,1,0.666666667
1000,61,1,0,0,10,1,0.666666667
0,62,0,0,1,16,3,0
0,62,0,0,1,16,3,0
0,62,0,0,1,16,3,0
0,62,0,0,1,16,3,0
0,62,0,0,1,16,3,0
0,62,0,0,1,16,3,0
0,62,0,0,1,16,3,0
0,62,0,0,1,16,3,0
0,62,0,0,1,16,3,0
0,62,1,0,0,16,1,0
0,62,1,0,0,16,1,0
0,62,1,0,0,16,1,0
0,62,1,0,0,16,1,0
0,62,1,0,0,16,1,0
0,62,1,0,0,16,1,0
0,62,1,0,0,16,1,0
500,63,1,0,0,8,1,0.333333333
500,63,1,0,0,8,1,0.333333333
500,63,1,0,0,8,1,0.333333333
500,63,1,0,0,8,1,0.333333333
500,63,1,0,0,8,1,0.333333333
500,63,1,0,0,8,1,0.333333333
500,63,1,0,0,8,1,0.333333333
500,63,1,0,0,8,1,0.333333333
500,64,1,0,0,8,1,0.333333333
500,64,1,0,0,8,1,0.333333333
500,64,1,0,0,8,1,0.333333333
500,64,1,0,0,8,1,0.333333333
500,64,1,0,0,8,1,0.333333333
500,64,1,0,0,8,1,0.333333333
500,64,1,0,0,8,1,0.333333333
500,64,1,0,0,8,1,0.333333333
500,65,1,0,0,8,1,0.333333333
500,65,1,0,0,8,1,0.333333333
500,65,1,0,0,8,1,0.333333333
500,65,1,0,0,8,1,0.333333333
500,65,1,0,0,8,1,0.333333333
500,65,1,0,0,8,1,0.333333333
500,65,1,0,0,8,1,0.333333333
500,65,1,0,0,8,1,0.333333333
1000,66,0,1,0,14,2,0.666666667
1000,66,0,1,0,14,2,0.666666667
1000,66,0,1,0,14,2,0.666666667
1000,66,0,1,0,14,2,0.666666667
1000,66,0,0,1,14,3,0.666666667
1000,66,0,0,1,14,3,0.666666667
